"","age_bin","ANY","EAC","EGJAC"
"1","(0,30]",2.35439442341311,2.13128000778903,1.61700341563871
"2","(30,40]",2.87819155626227,2.36867648375234,1.6667659603437
"3","(40,50]",24.0210177203775,16.4948968134954,8.22855255570642
"4","(50,60]",132.553408274921,100.215839406716,33.3850671801289
"5","(60,70]",192.519570929112,139.535778615813,49.4510587710123
"6","(70,80]",139.502273875037,101.490583595131,39.4114362468034
"7","(80,100]",90.9288405763659,63.3591599901075,31.6530938533157
