"","df","category","group","variable","vtype","n","nc","propna","mean","sd","min","q25","median","q75","max","pvalue"
"331","observed","Comorbidities","hiv","hiv","binary",2567069,2174591,0.152889540561629,0.00380899212771507,0.0615993948964209,0,0,0,0,1,NA
"332","observed_and_imputed","Comorbidities","hiv","hiv","binary",2567069,2567069,0,0.00372019606796699,0.0608798624587161,0,0,0,0,1,0.115485322082791
"333","imputed","Comorbidities","hiv","hiv","binary",2567069,392478,0.847110459438371,0.00322820642176122,0.056725596547932,0,0,0,0,1,3.78230339962744e-08
"334","observed","Demographic","race","indianalaskan","binary",2567069,2232306,0.130406701183334,0.0108318483218698,0.103510985810965,0,0,0,0,1,NA
"335","observed_and_imputed","Demographic","race","indianalaskan","binary",2567069,2567069,0,0.0108127206553466,0.103420548702478,0,0,0,0,1,0.839905626871744
"336","imputed","Demographic","race","indianalaskan","binary",2567069,334763,0.869593298816666,0.010685171300293,0.102815514355713,0,0,0,0,1,0.444144921410954
"337","observed","Lab","k","k_max","continuous",2567069,1636842,0.362369301331596,4.60938749738826,0.489265021248154,2,4.3,4.6,4.9,7,NA
"338","observed_and_imputed","Lab","k","k_max","continuous",2567069,2567069,0,4.58488048821438,0.459807578567854,2,4.3,4.5,4.8,7,0
"339","imputed","Lab","k","k_max","continuous",2567069,930227,0.637630698668403,4.54175757100149,0.399140066753291,2.9,4.3,4.5,4.8,7,0
"340","observed","Lab","k","k_maxdiff","continuous",2567069,1356691,0.47150193469673,0.0774809397010248,0.226520509954828,-2.3,0.000859598853868194,0.00291970802919708,0.0142857142857142,4.4,NA
"341","observed_and_imputed","Lab","k","k_maxdiff","continuous",2567069,2567069,0,0.0464674172270348,0.172575758315097,-2.3,0.000785340314136125,0.00220994475138122,0.00689655172413794,4.4,0
"342","imputed","Lab","k","k_maxdiff","continuous",2567069,1210378,0.52849806530327,0.0117049159102893,0.0580020396216684,-0.2,0.000702247191011236,0.00178571428571428,0.00416666666666667,2.3,0
"343","observed","Lab","k","k_mean","continuous",2567069,1636842,0.362369301331596,4.26690455110345,0.349102900160182,2,4.03333333333333,4.25,4.49642857142857,7,NA
"344","observed_and_imputed","Lab","k","k_mean","continuous",2567069,2567069,0,4.26133620209175,0.336194761854853,2,4.04,4.25,4.47142857142857,7,8.11685064461902e-60
"345","imputed","Lab","k","k_mean","continuous",2567069,930227,0.637630698668403,4.25153804794979,0.311947198313584,2.8,4.05,4.24,4.45,6.3,1.6241269338091e-271
"346","observed","Lab","k","k_min","continuous",2567069,1636842,0.362369301331596,3.95379690281652,0.421564891921594,2,3.7,4,4.2,7,NA
"347","observed_and_imputed","Lab","k","k_min","continuous",2567069,2567069,0,3.93479441729069,0.395918634597303,2,3.7,3.9,4.2,7,0
"348","imputed","Lab","k","k_min","continuous",2567069,930227,0.637630698668403,3.90135734611014,0.343667362181367,2.07,3.7,3.9,4.1,6.3,0
"349","observed","Lab","k","k_mindiff","continuous",2567069,1356691,0.47150193469673,-0.0859906550656481,0.251956085306041,-4.8,-0.015,-0.00298507462686567,-0.000869565217391301,1.9,NA
"350","observed_and_imputed","Lab","k","k_mindiff","continuous",2567069,2567069,0,-0.0514505201115481,0.191339277324084,-4.8,-0.0073394495412844,-0.00238095238095238,-0.000862068965517243,1.9,0
"351","imputed","Lab","k","k_mindiff","continuous",2567069,1210378,0.52849806530327,-0.0127351020925384,0.0604585376442119,-2.3,-0.0045662100456621,-0.00203252032520325,-0.000859598853868197,0.35,0
"352","observed","Lab","k","k_tv","continuous",2567069,1356691,0.47150193469673,0.0221601341404677,0.0565242264922122,0,0.00101050703958955,0.00233326427003197,0.00856777913732826,2.3,NA
"353","observed_and_imputed","Lab","k","k_tv","continuous",2567069,2567069,0,0.0153043843679527,0.0446844065214132,0,0.000965920609059307,0.00199227260228867,0.00534923757993114,2.3,0
"354","imputed","Lab","k","k_tv","continuous",2567069,1210378,0.52849806530327,0.00761989736089945,0.0232770133445717,0,0.000929820783635242,0.00174361767488775,0.00370773126875888,0.9,0
"355","observed","Lab","ldl","ldl_max","continuous",2567069,1550161,0.396135826500963,123.360067975972,36.981369742223,30,97,120.4,146,300,NA
"356","observed_and_imputed","Lab","ldl","ldl_max","continuous",2567069,2567069,0,123.109134746164,34.9529283190938,30,98.6,120.7,145,300,5.04131750762594e-12
"357","imputed","Lab","ldl","ldl_max","continuous",2567069,1016908,0.603864173499037,122.72661547554,31.607528886003,30.4,100.4,121,143,297,8.90409363450599e-46
"358","observed","Lab","ldl","ldl_maxdiff","continuous",2567069,1213629,0.527231640442855,0.189866718444627,1.02129249966405,-122.4,0.0183150183150183,0.0695970695970696,0.173160173160173,125,NA
"359","observed_and_imputed","Lab","ldl","ldl_maxdiff","continuous",2567069,2567069,0,0.112954301641538,0.76010663523173,-122.4,0.00224089635854343,0.046242774566474,0.126121372031662,125,0
"360","imputed","Lab","ldl","ldl_maxdiff","continuous",2567069,1353440,0.472768359557145,0.0439869743183358,0.387928607654518,-6,-0.0104275286757039,0.0298013245033113,0.0892857142857143,37.4,0
"361","observed","Lab","ldl","ldl_mean","continuous",2567069,1550161,0.396135826500963,106.5049588533,30.7101435297704,30,84.75,104.055555555556,125.777777777778,300,NA
"362","observed_and_imputed","Lab","ldl","ldl_mean","continuous",2567069,2567069,0,106.556084324227,28.831036269664,30,86.3333333333333,104.5,124.6,300,0.0889853351979609
"363","imputed","Lab","ldl","ldl_mean","continuous",2567069,1016908,0.603864173499037,106.634019310616,25.7033942171222,30.4,88.5,105,123,297,0.000451705411070948
"364","observed","Lab","ldl","ldl_min","continuous",2567069,1550161,0.396135826500963,91.1413475099684,31.9380126843662,30,68,88,111,300,NA
"365","observed_and_imputed","Lab","ldl","ldl_min","continuous",2567069,2567069,0,91.125056049292,30.0202494376204,30,70,88,109.4,300,0.602540344790855
"366","imputed","Lab","ldl","ldl_min","continuous",2567069,1016908,0.603864173499037,91.1002215637993,26.8344108879575,30,72,89,108,297,0.283035816879082
"367","observed","Lab","ldl","ldl_mindiff","continuous",2567069,1213629,0.527231640442855,-0.292448259210314,1.20586565420479,-202,-0.272727272727273,-0.0940594059405941,-0.0281609195402299,76,NA
"368","observed_and_imputed","Lab","ldl","ldl_mindiff","continuous",2567069,2567069,0,-0.202154664520898,0.886838776500685,-202,-0.190298507462687,-0.0677966101694915,-0.0171428571428571,76,0
"369","imputed","Lab","ldl","ldl_mindiff","continuous",2567069,1353440,0.472768359557145,-0.121188441393666,0.417078898380285,-56,-0.136212624584718,-0.0518053375196232,-0.00995024875621891,22,0
"370","observed","Lab","ldl","ldl_tv","continuous",2567069,1213629,0.527231640442855,0.152970652314951,0.474377504105398,0,0.0375202046826145,0.0767392704757385,0.159469629270632,122.4,NA
"371","observed_and_imputed","Lab","ldl","ldl_tv","continuous",2567069,2567069,0,0.123255204894388,0.435032646221028,0,0.0338073691014867,0.0660343060450577,0.1317204338203,146.8,0
"372","imputed","Lab","ldl","ldl_tv","continuous",2567069,1353440,0.472768359557145,0.0966093774195314,0.3945469468482,0,0.03125,0.0583554376657825,0.110829108567531,146.8,0
"373","observed","Lab","lymph","lymph_max","continuous",2567069,1243753,0.51549685653171,5.23133852235934,9.46801189456889,0,1.7,2.2,2.9,100,NA
"374","observed_and_imputed","Lab","lymph","lymph_max","continuous",2567069,2567069,0,4.67266048602511,8.410536728923,0,1.7,2.2,2.8,100,0
"375","imputed","Lab","lymph","lymph_max","continuous",2567069,1323316,0.48450314346829,4.14757238633856,7.2386945633721,0.3,1.7,2.19,2.77,100,0
"376","observed","Lab","lymph","lymph_maxdiff","continuous",2567069,925697,0.639395357117397,0.377521162102172,2.55991508351906,-95,0.000460829493087558,0.0021978021978022,0.025,100,NA
"377","observed_and_imputed","Lab","lymph","lymph_maxdiff","continuous",2567069,2567069,0,0.170996740835853,1.64801221311071,-95,0.000326797385620915,0.00147783251231527,0.00681818181818182,100,0
"378","imputed","Lab","lymph","lymph_maxdiff","continuous",2567069,1641372,0.360604642882603,0.0545215985811006,0.717090582079145,-7.5,0.000280373831775701,0.00124610591900311,0.00428571428571429,69.6,0
"379","observed","Lab","lymph","lymph_mean","continuous",2567069,1243753,0.51549685653171,3.38783815424671,5.58941319304165,0,1.5,1.9,2.5,100,NA
"380","observed_and_imputed","Lab","lymph","lymph_mean","continuous",2567069,2567069,0,3.16069820470666,4.94751531138792,0,1.525,1.91444444444444,2.46571428571429,100,0
"381","imputed","Lab","lymph","lymph_mean","continuous",2567069,1323316,0.48450314346829,2.94721480870731,4.24580793132446,0.275,1.55333333333333,1.925,2.43333333333333,100,0
"382","observed","Lab","lymph","lymph_min","continuous",2567069,1243753,0.51549685653171,2.32716164551965,4.50239571686125,0,1.2,1.6,2.07,100,NA
"383","observed_and_imputed","Lab","lymph","lymph_min","continuous",2567069,2567069,0,2.12475168688493,3.73135275815084,0,1.2,1.6,2,100,0
"384","imputed","Lab","lymph","lymph_min","continuous",2567069,1323316,0.48450314346829,1.93451141677422,2.80738915947745,0,1.23,1.6,2,100,0
"385","observed","Lab","lymph","lymph_mindiff","continuous",2567069,925697,0.639395357117397,-0.370183901751538,2.54475731389784,-100,-0.02875,-0.00229885057471264,-5e-04,45.7,NA
"386","observed_and_imputed","Lab","lymph","lymph_mindiff","continuous",2567069,2567069,0,-0.163703523822546,1.61121005204226,-100,-0.0076923076923077,-0.00161290322580645,-0.000436681222707423,45.7,0
"387","imputed","Lab","lymph","lymph_mindiff","continuous",2567069,1641372,0.360604642882603,-0.0472532210223672,0.608505865170426,-53.22,-0.00476190476190476,-0.00138713745271122,-0.000402930402930402,11.36,0
"388","observed","Lab","lymph","lymph_tv","continuous",2567069,925697,0.639395357117397,0.108502998966471,0.688335662199321,0,0.000816680484481165,0.00237008282143638,0.0232770294136874,95,NA
"389","observed_and_imputed","Lab","lymph","lymph_tv","continuous",2567069,2567069,0,0.0571763498812913,0.456862424191205,0,0.000721966205837174,0.00174576275367507,0.00857142857142857,95,0
"390","imputed","Lab","lymph","lymph_tv","continuous",2567069,1641372,0.360604642882603,0.0282292708046388,0.238535274888064,0,0.000679139580360446,0.00154639175257732,0.00549313838670603,32.0252668249427,0
"391","observed","Lab","mch","mch_max","continuous",2567069,1604245,0.375067440727148,31.3433462033542,2.12653595893676,0.1,30.1,31.4,32.7,37,NA
"392","observed_and_imputed","Lab","mch","mch_max","continuous",2567069,2567069,0,31.3199972926322,1.85867422810477,0.1,30.3,31.3,32.4,37,3.88816974343372e-32
"393","imputed","Lab","mch","mch_max","continuous",2567069,962824,0.624932559272852,31.281093637051,1.29368487958474,21.1,30.5,31.3,32.1,37,7.91347434032666e-149
"394","observed","Lab","mch","mch_maxdiff","continuous",2567069,1264156,0.507548881623361,0.108179088216536,0.4087360843801,-8.7,0.00098039215686275,0.00392156862745097,0.0181818181818184,30.4,NA
"395","observed_and_imputed","Lab","mch","mch_maxdiff","continuous",2567069,2567069,0,0.0637209273111492,0.29911986407821,-8.7,0.00104166666666666,0.00326086956521736,0.00999999999999999,30.4,0
"396","imputed","Lab","mch","mch_maxdiff","continuous",2567069,1302913,0.492451118376639,0.0205852376238794,0.102029137729143,-0.699999999999996,0.00107784431137724,0.00285714285714286,0.00689655172413791,13.2,0
"397","observed","Lab","mch","mch_mean","continuous",2567069,1604245,0.375067440727148,30.6793121991564,2.03523173567478,0.1,29.6,30.8,31.9434782608696,37,NA
"398","observed_and_imputed","Lab","mch","mch_mean","continuous",2567069,2567069,0,30.6977041774903,1.75167838343668,0.1,29.8,30.78,31.72,37,1.19210320068685e-22
"399","imputed","Lab","mch","mch_mean","continuous",2567069,962824,0.624932559272852,30.7283486559021,1.130371626665,20.04,30.02,30.75,31.4714285714286,36.1,1.45689997056855e-104
"400","observed","Lab","mch","mch_min","continuous",2567069,1604245,0.375067440727148,29.9995353265866,2.26606002910911,0,28.9,30.2,31.4,37,NA
"401","observed_and_imputed","Lab","mch","mch_min","continuous",2567069,2567069,0,30.0351685677323,1.96110183897354,0,29.1,30.2,31.2,37,9.46813200111447e-65
"402","imputed","Lab","mch","mch_min","continuous",2567069,962824,0.624932559272852,30.0945402171113,1.30091825968075,18.2,29.3,30.2,30.9,36,4.02183742363004e-309
"403","observed","Lab","mch","mch_mindiff","continuous",2567069,1264156,0.507548881623361,-0.108430873073483,0.400212730923579,-30.3,-0.019277108433735,-0.00416666666666667,-0.00110192837465564,9.1,NA
"404","observed_and_imputed","Lab","mch","mch_mindiff","continuous",2567069,2567069,0,-0.063684461669649,0.292910530416449,-30.3,-0.0107142857142857,-0.00356164383561643,-0.00125847047434656,9.1,0
"405","imputed","Lab","mch","mch_mindiff","continuous",2567069,1302913,0.492451118376639,-0.0202690959049166,0.0990341682939286,-8.4,-0.00746268656716418,-0.00321100917431193,-0.00136239782016349,1.1,0
"406","observed","Lab","mch","mch_tv","continuous",2567069,1264156,0.507548881623361,0.0319063498767097,0.100416340759393,0,0.00164383561643835,0.00371385564749383,0.0127489013857943,9.1,NA
"407","observed_and_imputed","Lab","mch","mch_tv","continuous",2567069,2567069,0,0.0217731555532047,0.0753982300393787,0,0.00175275005463685,0.00346757110776277,0.00868153434434553,9.1,0
"408","imputed","Lab","mch","mch_tv","continuous",2567069,1302913,0.492451118376639,0.0119413875048203,0.0349413681126075,0,0.00184215266111878,0.00330578512396694,0.00671683389074695,3.45,0
"409","observed","Lab","mchc","mchc_max","continuous",2567069,1564594,0.390513461071751,34.3251096067095,0.945076201754684,3,33.8,34.4,35,36,NA
"410","observed_and_imputed","Lab","mchc","mchc_max","continuous",2567069,2567069,0,34.3363342668234,0.876674646486951,3,33.8,34.4,34.9,36,1.61536662823209e-34
"411","imputed","Lab","mchc","mchc_max","continuous",2567069,1002475,0.609486538928249,34.3538529439637,0.757345331058114,16,33.9,34.4,34.9,36,7.10235052042704e-145
"412","observed","Lab","mchc","mchc_maxdiff","continuous",2567069,1226803,0.522099717615693,0.121714447877855,0.436997867353793,-5.5,0.000993377483443711,0.00402010050251257,0.0196428571428571,34.3,NA
"413","observed_and_imputed","Lab","mchc","mchc_maxdiff","continuous",2567069,2567069,0,0.0707439731902234,0.318687392487491,-5.5,0.00103626943005183,0.00323741007194244,0.00989010989010987,34.3,0
"414","imputed","Lab","mchc","mchc_maxdiff","continuous",2567069,1340266,0.477900282384307,0.0240885098283156,0.123167664090377,-1,0.00106100795755968,0.00282485875706215,0.00669642857142857,24.2,0
"415","observed","Lab","mchc","mchc_mean","continuous",2567069,1564594,0.390513461071751,33.7591462934256,0.988513339325356,3,33.3,33.8571428571429,34.3571428571429,36,NA
"416","observed_and_imputed","Lab","mchc","mchc_mean","continuous",2567069,2567069,0,33.7897716628669,0.885690185725858,3,33.35,33.875,34.325,36,3.24843146600992e-233
"417","imputed","Lab","mchc","mchc_mean","continuous",2567069,1002475,0.609486538928249,33.8375696321686,0.692768665951606,15.0666666666667,33.45,33.9,34.3,36,0
"418","observed","Lab","mchc","mchc_min","continuous",2567069,1564594,0.390513461071751,33.1621080804349,1.44560007341552,0,32.6,33.3,33.9,36,NA
"419","observed_and_imputed","Lab","mchc","mchc_min","continuous",2567069,2567069,0,33.1921808568449,1.25283560806564,0,32.7,33.3,33.9,36,3.12214470698936e-110
"420","imputed","Lab","mchc","mchc_min","continuous",2567069,1002475,0.609486538928249,33.239116376967,0.86841813197869,9.3,32.8,33.3,33.8,36,0
"421","observed","Lab","mchc","mchc_mindiff","continuous",2567069,1226803,0.522099717615693,-0.12735136666039,0.43223283544245,-34.4,-0.0210137558207997,-0.00434782608695653,-0.00126903553299492,7.9,NA
"422","observed_and_imputed","Lab","mchc","mchc_mindiff","continuous",2567069,2567069,0,-0.0739993804902872,0.31633824640455,-34.4,-0.0103448275862068,-0.00357142857142856,-0.00131332082551594,7.9,0
"423","imputed","Lab","mchc","mchc_mindiff","continuous",2567069,1340266,0.477900282384307,-0.025164017443369,0.125174764063245,-10.9,-0.00710659898477157,-0.00315789473684211,-0.00133928571428573,1.6,0
"424","observed","Lab","mchc","mchc_tv","continuous",2567069,1226803,0.522099717615693,0.0374051339797129,0.107919121025057,0,0.00172055280931389,0.00381533135180769,0.0137303847627224,12.7,NA
"425","observed_and_imputed","Lab","mchc","mchc_tv","continuous",2567069,2567069,0,0.0247138984471836,0.0818088434488462,0,0.00174425164590797,0.00338373100673396,0.00838355335368881,12.7,0
"426","imputed","Lab","mchc","mchc_tv","continuous",2567069,1340266,0.477900282384307,0.0130970657997736,0.0433109434657697,0,0.00175991917512807,0.00313325330132054,0.00622335777646817,4.18216311822742,0
"427","observed","Lab","mcv","mcv_max","continuous",2567069,1587998,0.38139644863461,91.6514159085843,5.42972033202348,3.7,88.8,92,95.2,100,NA
"428","observed_and_imputed","Lab","mcv","mcv_max","continuous",2567069,2567069,0,91.7857649210052,4.73032873654291,3.7,89.3,92,94.7,100,1.73616118937256e-155
"429","imputed","Lab","mcv","mcv_max","continuous",2567069,979071,0.61860355136539,92.0036714497723,3.28237358294646,9.1,89.8,92,94.2,100,0
"430","observed","Lab","mcv","mcv_maxdiff","continuous",2567069,1242200,0.516101826635747,0.236956549459653,1.70667557289535,-84,0.00255033557046981,0.00924369747899167,0.0423076923076923,93.9,NA
"431","observed_and_imputed","Lab","mcv","mcv_maxdiff","continuous",2567069,2567069,0,0.137127309236672,1.20320773323034,-84,0.00255319148936168,0.00753138075313812,0.0220588235294118,93.9,0
"432","imputed","Lab","mcv","mcv_maxdiff","continuous",2567069,1324869,0.483898173364253,0.0435272006938751,0.236616231629836,-1,0.00255474452554746,0.00659340659340653,0.0150234741784038,91.9,0
"433","observed","Lab","mcv","mcv_mean","continuous",2567069,1587998,0.38139644863461,90.0899763070822,5.76197383012149,3.7,87.4751388888889,90.5588235294118,93.55,100,NA
"434","observed_and_imputed","Lab","mcv","mcv_mean","continuous",2567069,2567069,0,90.2907287264979,4.93983536891178,3.7,88,90.6,93.2,100,1.37644061740264e-311
"435","imputed","Lab","mcv","mcv_mean","continuous",2567069,979071,0.61860355136539,90.6163378401651,3.15596986636907,21.8666666666667,88.6,90.65,92.7384615384615,100,0
"436","observed","Lab","mcv","mcv_min","continuous",2567069,1587998,0.38139644863461,88.4122029120943,7.5147973874031,0,85.9,89.2,92.2,100,NA
"437","observed_and_imputed","Lab","mcv","mcv_min","continuous",2567069,2567069,0,88.7080533090462,6.331806049403,0,86.4,89.2,91.9,100,0
"438","imputed","Lab","mcv","mcv_min","continuous",2567069,979071,0.61860355136539,89.1879059843464,3.6264954932714,6.8,87,89.3,91.5,100,0
"439","observed","Lab","mcv","mcv_mindiff","continuous",2567069,1242200,0.516101826635747,-0.217999991384807,1.71182455783254,-94.4,-0.0397324404761904,-0.00904109589041095,-0.00221870047543583,81.2,NA
"440","observed_and_imputed","Lab","mcv","mcv_mindiff","continuous",2567069,2567069,0,-0.125006060332329,1.20468056177178,-94.4,-0.0222222222222222,-0.00748299319727887,-0.0024096385542169,81.2,0
"441","imputed","Lab","mcv","mcv_mindiff","continuous",2567069,1324869,0.483898173364253,-0.0378147522457274,0.220793346851757,-87.8,-0.0155555555555556,-0.00662983425414366,-0.00253906249999999,3.39999999999999,0
"442","observed","Lab","mcv","mcv_tv","continuous",2567069,1242200,0.516101826635747,0.0688785526461593,0.420683223083904,0,0.00387944468659443,0.00846153846153847,0.0280805020139088,84,NA
"443","observed_and_imputed","Lab","mcv","mcv_tv","continuous",2567069,2567069,0,0.0458738186208656,0.302023074035444,0,0.00419187004550172,0.00791608015472472,0.0189306358381503,84,0
"444","imputed","Lab","mcv","mcv_tv","continuous",2567069,1324869,0.483898173364253,0.0243045309356531,0.0992530168318683,0,0.00441988950276242,0.00757575757575758,0.0150467815956857,40.4184615384615,0
"445","observed","Comorbidities","mi","mi","binary",2567069,2174591,0.152889540561629,0.0338408463936438,0.180819408649403,0,0,0,0,1,NA
"446","observed_and_imputed","Comorbidities","mi","mi","binary",2567069,2567069,0,0.0316894481605285,0.17517202684568,0,0,0,0,1,2.21894307642728e-39
"447","imputed","Comorbidities","mi","mi","binary",2567069,392478,0.847110459438371,0.0197692609522062,0.139206632917824,0,0,0,0,1,0
"448","observed","Comorbidities","mld","mld","binary",2567069,2174591,0.152889540561629,0.0395669806414175,0.194939611571268,0,0,0,0,1,NA
"449","observed_and_imputed","Comorbidities","mld","mld","binary",2567069,2567069,0,0.0371618370990417,0.189158264162239,0,0,0,0,1,3.80928830876138e-42
"450","imputed","Comorbidities","mld","mld","binary",2567069,392478,0.847110459438371,0.0238357309199497,0.152537366357941,0,0,0,0,1,0
"451","observed","Lab","mono","mono_max","continuous",2567069,1190537,0.536227113490132,1.83564050760287,3.77320094994408,0,0.52,0.7,1,100,NA
"452","observed_and_imputed","Lab","mono","mono_max","continuous",2567069,2567069,0,1.55153940821225,3.08706092481988,0,0.518,0.7,0.9,100,0
"453","imputed","Lab","mono","mono_max","continuous",2567069,1376532,0.463772886509868,1.30582563580069,2.30839466134124,0.09,0.51,0.7,0.9,100,0
"454","observed","Lab","mono","mono_maxdiff","continuous",2567069,881304,0.65668862036821,0.174967305106448,1.24733577976592,-96,0.000176056338028169,0.000862068965517241,0.00952380952380952,100,NA
"455","observed_and_imputed","Lab","mono","mono_maxdiff","continuous",2567069,2567069,0,0.0771708331382064,0.78702564007783,-96,0,0.000512820512820513,0.00227272727272727,100,0
"456","imputed","Lab","mono","mono_maxdiff","continuous",2567069,1685765,0.34331137963179,0.0260436464120022,0.349620251971616,-1.3,0,0.000403800475059383,0.00137614678899083,33.2,0
"457","observed","Lab","mono","mono_mean","continuous",2567069,1190537,0.536227113490132,1.18278356722756,2.56644322038733,0,0.493333333333333,0.6,0.8,100,NA
"458","observed_and_imputed","Lab","mono","mono_mean","continuous",2567069,2567069,0,1.07528868056636,2.09831025719698,0,0.5,0.6,0.78,100,0
"459","imputed","Lab","mono","mono_mean","continuous",2567069,1376532,0.463772886509868,0.98231834650876,1.57974962369148,0.08125,0.5,0.6,0.766666666666667,100,0
"460","observed","Lab","mono","mono_min","continuous",2567069,1190537,0.536227113490132,0.809513121557751,2.26369197133983,0,0.4,0.5,0.6,100,NA
"461","observed_and_imputed","Lab","mono","mono_min","continuous",2567069,2567069,0,0.741096847104616,1.98119468584879,0,0.4,0.5,0.6,100,2.65365247284996e-194
"462","imputed","Lab","mono","mono_min","continuous",2567069,1376532,0.463772886509868,0.681924880060907,1.6971878816945,0,0.4,0.5,0.6,100,0
"463","observed","Lab","mono","mono_mindiff","continuous",2567069,881304,0.65668862036821,-0.172000294898198,1.21549062472979,-100,-0.0114285714285714,-0.000867052023121387,-0.000152801358234295,100,NA
"464","observed_and_imputed","Lab","mono","mono_mindiff","continuous",2567069,2567069,0,-0.0747504209769134,0.751931886179015,-100,-0.00311111111111111,-0.00058139534883721,-0.000129533678756477,100,0
"465","imputed","Lab","mono","mono_mindiff","continuous",2567069,1685765,0.34331137963179,-0.0239089911890582,0.284743057098361,-20.4,-0.00197879858657244,-0.000530973451327434,-0.000119760479041916,15,0
"466","observed","Lab","mono","mono_tv","continuous",2567069,881304,0.65668862036821,0.049512984671531,0.403964654399277,0,0.000291712841740721,0.000888244604496917,0.00901101216370952,100,NA
"467","observed_and_imputed","Lab","mono","mono_tv","continuous",2567069,2567069,0,0.036494330406845,0.324148226227932,0,0.000166666666666667,0.000515463917525773,0.00309212611736791,100,1.27765020534287e-203
"468","imputed","Lab","mono","mono_tv","continuous",2567069,1685765,0.34331137963179,0.029688285627125,0.273047594706365,0,0.000119617224880383,0.000390572837322063,0.00175323032911635,16.6666666666667,0
"469","observed","Lab","mpv","mpv_max","continuous",2567069,1297096,0.494717126808824,9.75884058851465,1.47576152846967,0,8.6,9.8,10.8,50,NA
"470","observed_and_imputed","Lab","mpv","mpv_max","continuous",2567069,2567069,0,9.72112484822184,1.35924984703883,0,8.7,9.7,10.7,50,4.03984530090818e-138
"471","imputed","Lab","mpv","mpv_max","continuous",2567069,1269973,0.505282873191176,9.68260360732079,1.22770451964773,0,8.7,9.7,10.6,18.9,0
"472","observed","Lab","mpv","mpv_maxdiff","continuous",2567069,1005536,0.608294128439867,0.0868015605841922,0.293434264747073,-10.4,0.000796812749003981,0.00324675324675325,0.0157142857142857,27.3,NA
"473","observed_and_imputed","Lab","mpv","mpv_maxdiff","continuous",2567069,2567069,0,0.0488915738805486,0.208330126954078,-10.4,0.00072289156626506,0.00236686390532545,0.00741758241758242,27.3,0
"474","imputed","Lab","mpv","mpv_maxdiff","continuous",2567069,1561533,0.391705871560133,0.0244797578061942,0.119926443606471,-0.6,0.000680272108843539,0.00204778156996587,0.00532859680284192,10.1,0
"475","observed","Lab","mpv","mpv_mean","continuous",2567069,1297096,0.494717126808824,9.29002337566394,1.37487709043702,0,8.2,9.24,10.3,29.9,NA
"476","observed_and_imputed","Lab","mpv","mpv_mean","continuous",2567069,2567069,0,9.27787086239639,1.26087547364396,0,8.3,9.23333333333333,10.2,29.9,4.10508621567481e-18
"477","imputed","Lab","mpv","mpv_mean","continuous",2567069,1269973,0.505282873191176,9.26545880611702,1.13252190236149,0,8.4,9.23333333333333,10.1,16.2,6.55187547065973e-55
"478","observed","Lab","mpv","mpv_min","continuous",2567069,1297096,0.494717126808824,8.82709447951424,1.4596512073589,0,7.7,8.7,9.9,29.9,NA
"479","observed_and_imputed","Lab","mpv","mpv_min","continuous",2567069,2567069,0,8.80119232011294,1.33605156798468,0,7.8,8.7,9.8,29.9,4.20572106547436e-68
"480","imputed","Lab","mpv","mpv_min","continuous",2567069,1269973,0.505282873191176,8.77473696448665,1.19612803794322,0,7.9,8.7,9.6,16.2,2.36011842332504e-216
"481","observed","Lab","mpv","mpv_mindiff","continuous",2567069,1005536,0.608294128439867,-0.0800511298276353,0.281471162502285,-22.8,-0.0148648648648649,-0.00268817204301075,-0.000595238095238093,27.3,NA
"482","observed_and_imputed","Lab","mpv","mpv_mindiff","continuous",2567069,2567069,0,-0.0464368945827958,0.199486863579861,-22.8,-0.0073170731707317,-0.0021505376344086,-0.000631578947368419,27.3,0
"483","imputed","Lab","mpv","mpv_mindiff","continuous",2567069,1561533,0.391705871560133,-0.0247912914151682,0.114924522741163,-9,-0.00537634408602151,-0.00193050193050193,-0.000653594771241834,1.4,0
"484","observed","Lab","mpv","mpv_tv","continuous",2567069,1005536,0.608294128439867,0.0259281562890591,0.075154645132829,0,0.00117515761779874,0.00283225411581768,0.0106908344428502,27.3,NA
"485","observed_and_imputed","Lab","mpv","mpv_tv","continuous",2567069,2567069,0,0.0180818781156031,0.0582553216358864,0,0.00114942528735632,0.00246226367784965,0.00673317319772544,27.3,0
"486","imputed","Lab","mpv","mpv_tv","continuous",2567069,1561533,0.391705871560133,0.0130293334883527,0.0433211544661887,0,0.00113657066760921,0.00230046599381071,0.00538034705407587,3.82556497175141,0
"487","observed","Comorbidities","msld","msld","binary",2567069,2174591,0.152889540561629,0.00377404302694162,0.0613172190754094,0,0,0,0,1,NA
"488","observed_and_imputed","Comorbidities","msld","msld","binary",2567069,2567069,0,0.00334389141857893,0.0577296380294831,0,0,0,0,1,3.93192975115854e-15
"489","imputed","Comorbidities","msld","msld","binary",2567069,392478,0.847110459438371,0.000960563394636132,0.0309781077163984,0,0,0,0,1,9.50816280338789e-174
"490","observed","Lab","na","na_max","continuous",2567069,1635358,0.362947392532106,141.340571666877,2.6536709889619,115,140,141,143,155,NA
"491","observed_and_imputed","Lab","na","na_max","continuous",2567069,2567069,0,141.156985702371,2.49639591530846,115,140,141,143,155,0
"492","imputed","Lab","na","na_max","continuous",2567069,931711,0.637052607467894,140.834751902682,2.15576388142777,127,140,141,142,155,0
"493","observed","Lab","na","na_maxdiff","continuous",2567069,1353394,0.472786278826163,0.515138109434738,1.49691718598792,-14,0.00543478260869565,0.0183908045977011,0.0860215053763441,39,NA
