"","df","category","group","variable","vtype","n","nc","propna","mean","sd","min","q25","median","q75","max","pvalue"
"165","imputed","Lab","chlor","chlor_tv","continuous",2567069,1230758,0.52055905002943,0.0599867637776545,0.193809054635061,0,0.00591547088715274,0.0114743777036421,0.0250897630440063,19.7185949257899,0
"166","observed","Lab","co2","co2_max","continuous",2567069,1624439,0.367200881628036,29.1896366442815,2.86085085958451,6,27.2,29,31,50,NA
"167","observed_and_imputed","Lab","co2","co2_max","continuous",2567069,2567069,0,29.0401579703545,2.67902811120744,6,27,29,31,50,0
"168","imputed","Lab","co2","co2_max","continuous",2567069,942630,0.632799118371964,28.782560622938,2.31008502807151,16,27,29,30,50,0
"169","observed","Lab","co2","co2_maxdiff","continuous",2567069,1341883,0.477270381123375,0.516393376551455,1.52027443691816,-9,0.00539083557951483,0.0178571428571429,0.0857142857142857,33.2,NA
"170","observed_and_imputed","Lab","co2","co2_maxdiff","continuous",2567069,2567069,0,0.303801101614534,1.14782228920059,-9,0.00490196078431373,0.0134408602150538,0.0405405405405405,33.2,0
"171","imputed","Lab","co2","co2_maxdiff","continuous",2567069,1225186,0.522729618876625,0.0709597537137411,0.35410622209435,-1.7,0.0043859649122807,0.0107913669064748,0.0241935483870968,11,0
"172","observed","Lab","co2","co2_mean","continuous",2567069,1624439,0.367200881628036,27.2158880874421,2.37247003875122,6,25.75,27.25,28.8,49.9,NA
"173","observed_and_imputed","Lab","co2","co2_mean","continuous",2567069,2567069,0,27.2013777134429,2.24754147407931,6,25.825,27.2166666666667,28.6666666666667,49.9,2.94711787663898e-10
"174","imputed","Lab","co2","co2_mean","continuous",2567069,942630,0.632799118371964,27.1763719132575,2.01390592696152,16,26,27.1666666666667,28.5,48,5.31084980601515e-42
"175","observed","Lab","co2","co2_min","continuous",2567069,1624439,0.367200881628036,25.1593868406262,3.11816028769635,2,23,25,27,49.9,NA
"176","observed_and_imputed","Lab","co2","co2_min","continuous",2567069,2567069,0,25.0548530639418,2.89322083321454,2,23,25,27,49.9,9.89415672699873e-268
"177","imputed","Lab","co2","co2_min","continuous",2567069,942630,0.632799118371964,24.8747094830421,2.44728508328622,7,23,25,26.7,37,0
"178","observed","Lab","co2","co2_mindiff","continuous",2567069,1341883,0.477270381123375,-0.453577592182335,1.43527019856127,-32.4,-0.0799999999999997,-0.0178571428571429,-0.00544959128065395,13,NA
"179","observed_and_imputed","Lab","co2","co2_mindiff","continuous",2567069,2567069,0,-0.268555715864255,1.07650429803718,-32.4,-0.0416666666666667,-0.0146341463414634,-0.00549450549450549,13,0
"180","imputed","Lab","co2","co2_mindiff","continuous",2567069,1225186,0.522729618876625,-0.0659108027985376,0.305503725453642,-12.4,-0.027027027027027,-0.0123456790123457,-0.00550964187327824,3,0
"181","observed","Lab","co2","co2_tv","continuous",2567069,1341883,0.477270381123375,0.132211874827052,0.340910373386894,0,0.00625000000000001,0.0140291168748868,0.0476190476190476,13,NA
"182","observed_and_imputed","Lab","co2","co2_tv","continuous",2567069,2567069,0,0.0931406900095388,0.272626186355727,0,0.00574712643678161,0.011851564444262,0.0311073244617548,13,0
"183","imputed","Lab","co2","co2_tv","continuous",2567069,1225186,0.522729618876625,0.0503480375498477,0.157913455222476,0,0.00541298983140491,0.0102524715127053,0.0218679567587798,8.45,0
"184","observed","Comorbidities","copd","copd","binary",2567069,2174591,0.152889540561629,0.171841049650255,0.37724232099323,0,0,0,0,1,NA
"185","observed_and_imputed","Comorbidities","copd","copd","binary",2567069,2567069,0,0.166603235051338,0.37262132414743,0,0,0,0,1,6.0276258729887e-52
"186","imputed","Comorbidities","copd","copd","binary",2567069,392478,0.847110459438371,0.137582233908652,0.344461413137428,0,0,0,0,1,0
"187","observed","Lab","creat","creat_max","continuous",2567069,1637338,0.362176084865658,1.25905164315493,0.731565499059047,0.3,1,1.1,1.3,11.99,NA
"188","observed_and_imputed","Lab","creat","creat_max","continuous",2567069,2567069,0,1.21392071709019,0.614290592430179,0.3,1,1.1,1.3,11.99,0
"189","imputed","Lab","creat","creat_max","continuous",2567069,929731,0.637823915134342,1.13444118997861,0.299144868104329,0.46,1,1.1,1.2,11.9,0
"190","observed","Lab","creat","creat_maxdiff","continuous",2567069,1360681,0.46994763288404,0.030667759757799,0.15360113308765,-3,0.000273224043715847,0.000963391136801542,0.00431654676258993,9.7,NA
"191","observed_and_imputed","Lab","creat","creat_maxdiff","continuous",2567069,2567069,0,0.0179623572702506,0.113601974884287,-3,0.000242130750605327,0.000691489361702128,0.00226190476190476,9.7,0
"192","imputed","Lab","creat","creat_maxdiff","continuous",2567069,1206388,0.53005236711596,0.00363197619703049,0.0215206598618543,-0.2,0.000202634245187437,0.000549450549450549,0.00133333333333333,3.1,0
"193","observed","Lab","creat","creat_mean","continuous",2567069,1637338,0.362176084865658,1.09434982943465,0.471009460413673,0.3,0.9,1.01666666666667,1.18,11.91,NA
"194","observed_and_imputed","Lab","creat","creat_mean","continuous",2567069,2567069,0,1.07509211659548,0.401017216808463,0.3,0.9,1.01,1.15714285714286,11.91,0
"195","imputed","Lab","creat","creat_mean","continuous",2567069,929731,0.637823915134342,1.04117759183009,0.226987745376718,0.4,0.904285714285714,1,1.125,10.725,0
"196","observed","Lab","creat","creat_min","continuous",2567069,1637338,0.362176084865658,0.972784521155681,0.361660951913541,0.3,0.8,0.9,1.1,11.91,NA
"197","observed_and_imputed","Lab","creat","creat_min","continuous",2567069,2567069,0,0.952273201187814,0.314006571170374,0.3,0.8,0.9,1.04,11.91,0
"198","imputed","Lab","creat","creat_min","continuous",2567069,929731,0.637823915134342,0.916150964096067,0.199624784436468,0.3,0.8,0.9,1,10.6,0
"199","observed","Lab","creat","creat_mindiff","continuous",2567069,1360681,0.46994763288404,-0.0473214378331968,0.230710963776331,-9.56,-0.005,-0.000948905109489051,-0.000263852242744064,2.03,NA
"200","observed_and_imputed","Lab","creat","creat_mindiff","continuous",2567069,2567069,0,-0.0275625880159047,0.170605012060766,-9.56,-0.00252100840336134,-0.000775193798449613,-0.000274725274725275,2.03,0
"201","imputed","Lab","creat","creat_mindiff","continuous",2567069,1206388,0.53005236711596,-0.005276647233799,0.0310249563206038,-6.26,-0.00159574468085107,-0.000662251655629139,-0.000284090909090909,0.0292857142857143,0
"202","observed","Lab","creat","creat_tv","continuous",2567069,1360681,0.46994763288404,0.00928042772111343,0.0402428201504908,0,0.00029149409221057,0.000714520098441346,0.00260132878728241,3.9,NA
"203","observed_and_imputed","Lab","creat","creat_tv","continuous",2567069,2567069,0,0.00720366035186759,0.0345505881222187,0,0.00024020653960311,0.00057003321239882,0.00178785340502761,3.9,0
"204","imputed","Lab","creat","creat_tv","continuous",2567069,1206388,0.53005236711596,0.00486128136537835,0.0265179263302739,0,0.000186219739292365,0.000453107459944893,0.00120624620619657,1.87905401844532,0
"205","observed","Lab","crp","crp_max","continuous",2567069,118774,0.953731668295632,11.595858017748,30.1494791828999,0,0.6,1.9,7.6,250,NA
"206","observed_and_imputed","Lab","crp","crp_max","continuous",2567069,2567069,0,9.26251822810372,24.2493715353719,0,0.6,1.83,6.9,250,3.80086304009158e-225
"207","imputed","Lab","crp","crp_max","continuous",2567069,2448295,0.0462683317043679,9.14932104386931,23.9203840624644,0,0.6,1.83,6.84,248.2,8.54449755772398e-253
"208","observed","Lab","crp","crp_maxdiff","continuous",2567069,36965,0.985600309146346,0.698862497504515,6.91564607270022,-157.29,-0.000898876404494383,0.00301015228426396,0.0572815533980583,235.2,NA
"209","observed_and_imputed","Lab","crp","crp_maxdiff","continuous",2567069,2567069,0,-0.520815989461134,5.21031849156465,-157.29,-0.0301809954751131,-1.52439024390244e-05,0.0101604278074866,235.2,0
"210","imputed","Lab","crp","crp_maxdiff","continuous",2567069,2530104,0.0143996908536545,-0.538635579197637,5.17911845361049,-29.4,-0.0325174825174825,-2.63157894736842e-05,0.00996621621621622,85.3,0
"211","observed","Lab","crp","crp_mean","continuous",2567069,118774,0.953731668295632,8.25384143790463,21.3511490357749,0,0.54,1.68,6.165,249.6,NA
"212","observed_and_imputed","Lab","crp","crp_mean","continuous",2567069,2567069,0,6.6253590013453,16.1708943369388,0,0.6,1.7,5.53,249.6,2.45239324016303e-244
"213","imputed","Lab","crp","crp_mean","continuous",2567069,2448295,0.0462683317043679,6.54635652291852,15.872412161761,0,0.6,1.7,5.5,247.3,1.07876976269198e-276
"214","observed","Lab","crp","crp_min","continuous",2567069,118774,0.953731668295632,6.16247394631822,18.86407842835,0,0.4,1.13,4.3,249.6,NA
"215","observed_and_imputed","Lab","crp","crp_min","continuous",2567069,2567069,0,5.51105709924431,15.4500583127585,0,0.5,1.27,4.4,249.6,7.2878181622218e-45
"216","imputed","Lab","crp","crp_min","continuous",2567069,2448295,0.0462683317043679,5.47945494975075,15.2643247354327,0,0.5,1.288,4.4,247.3,4.48441399866212e-50
"217","observed","Lab","crp","crp_mindiff","continuous",2567069,36965,0.985600309146346,-1.10442364401396,7.10501764320568,-207.1,-0.166666666666667,-0.00774193548387097,0,235.2,NA
"218","observed_and_imputed","Lab","crp","crp_mindiff","continuous",2567069,2567069,0,0.254572102346396,7.2765508863543,-207.1,-0.0178,-4.46428571428571e-05,0.0114564369310793,235.2,1.68535260061063e-278
"219","imputed","Lab","crp","crp_mindiff","continuous",2567069,2530104,0.0143996908536545,0.274427127184983,7.27714761948905,-176.1,-0.0167045454545455,-2.38095238095238e-05,0.0116279069767442,42.69,1.57920508788711e-286
"220","observed","Lab","crp","crp_tv","continuous",2567069,36965,0.985600309146346,0.897396424459273,4.844963669576,0,0.00245136186770428,0.0183720930232558,0.180172413793103,235.2,NA
"221","observed_and_imputed","Lab","crp","crp_tv","continuous",2567069,2567069,0,0.30820420341481,2.45203095868122,0,0.000214822771213749,0.00247651299613144,0.0234575156985871,235.2,0
"222","imputed","Lab","crp","crp_tv","continuous",2567069,2530104,0.0143996908536545,0.299596063017851,2.39837641317888,0,0.000203296703296703,0.00237096633057178,0.0222596737675227,66.2,0
"223","observed","Comorbidities","ctd","ctd","binary",2567069,2174591,0.152889540561629,0.0151311212085399,0.122074474122877,0,0,0,0,1,NA
"224","observed_and_imputed","Comorbidities","ctd","ctd","binary",2567069,2567069,0,0.0147323659784758,0.120479579288727,0,0,0,0,1,0.000357781804529435
"225","imputed","Comorbidities","ctd","ctd","binary",2567069,392478,0.847110459438371,0.0125229949194605,0.111203421825582,0,0,0,0,1,9.33098524299087e-36
"226","observed","Comorbidities","dem","dem","binary",2567069,2174591,0.152889540561629,0.0125628221582817,0.111377750750426,0,0,0,0,1,NA
"227","observed_and_imputed","Comorbidities","dem","dem","binary",2567069,2567069,0,0.011743353996328,0.107728604159438,0,0,0,0,1,4.43083794238586e-16
"228","imputed","Comorbidities","dem","dem","binary",2567069,392478,0.847110459438371,0.00720295150301418,0.0845641012073751,0,0,0,0,1,5.37784243104113e-181
"229","observed","Comorbidities","diab_c","diab_c","binary",2567069,2174591,0.152889540561629,0.0700550126437573,0.25523976532992,0,0,0,0,1,NA
"230","observed_and_imputed","Comorbidities","diab_c","diab_c","binary",2567069,2567069,0,0.0648821671719773,0.246317874280322,0,0,0,0,1,3.18937827462261e-111
"231","imputed","Comorbidities","diab_c","diab_c","binary",2567069,392478,0.847110459438371,0.0362211385096744,0.186840189949872,0,0,0,0,1,0
"232","observed","Comorbidities","diab_nc","diab_nc","binary",2567069,2174591,0.152889540561629,0.21387240175279,0.410037894392049,0,0,0,0,1,NA
"233","observed_and_imputed","Comorbidities","diab_nc","diab_nc","binary",2567069,2567069,0,0.204912294916888,0.40363759707868,0,0,0,0,1,2.41645934687948e-126
"234","imputed","Comorbidities","diab_nc","diab_nc","binary",2567069,392478,0.847110459438371,0.155267301606714,0.362159772534247,0,0,0,0,1,0
"235","observed","Lab","eos","eos_max","continuous",2567069,1251151,0.512614970614347,1.68416916175586,10.12077735438,0,0.15,0.23,0.4,100,NA
"236","observed_and_imputed","Lab","eos","eos_max","continuous",2567069,2567069,0,1.35985422281209,8.75804102157636,0,0.11,0.2,0.4,100,5.67062766099266e-228
"237","imputed","Lab","eos","eos_max","continuous",2567069,1315918,0.487385029385653,1.05150145297807,7.21440449072647,0,0.1,0.2,0.4,100,0
"238","observed","Lab","eos","eos_maxdiff","continuous",2567069,930045,0.637701596645824,0.190340812165307,3.48965855791036,-100,0,0.000480769230769231,0.00432900432900433,100,NA
"239","observed_and_imputed","Lab","eos","eos_maxdiff","continuous",2567069,2567069,0,0.0806479623475919,2.19545853071981,-100,0,0.000263157894736842,0.00127388535031847,100,1.53270943977486e-265
"240","imputed","Lab","eos","eos_maxdiff","continuous",2567069,1637024,0.362298403354176,0.0183279923845877,0.793217326892237,-0.9,0,0.000180505415162455,0.000766283524904215,100,0
"241","observed","Lab","eos","eos_mean","continuous",2567069,1251151,0.512614970614347,1.22077314745617,8.72519418230352,0,0.104,0.2,0.3,100,NA
"242","observed_and_imputed","Lab","eos","eos_mean","continuous",2567069,2567069,0,1.07339849941678,7.93682455620764,0,0.1,0.2,0.3,100,5.43434846968762e-61
"243","imputed","Lab","eos","eos_mean","continuous",2567069,1315918,0.487385029385653,0.933277353365781,7.10377641649041,0,0.1,0.2,0.3,100,4.70686509635587e-185
"244","observed","Lab","eos","eos_min","continuous",2567069,1251151,0.512614970614347,0.868666255471961,7.96479970433957,0,0.1,0.1,0.2,100,NA
"245","observed_and_imputed","Lab","eos","eos_min","continuous",2567069,2567069,0,1.89882895044894,12.7392894310346,0,0,0.1,0.2,100,0
"246","imputed","Lab","eos","eos_min","continuous",2567069,1315918,0.487385029385653,2.87828898214022,15.9470199965598,0,0,0.1,0.2,100,0
"247","observed","Lab","eos","eos_mindiff","continuous",2567069,930045,0.637701596645824,-0.128097507127671,2.64042688150392,-100,-0.00378698224852071,-0.000465116279069767,0,100,NA
"248","observed_and_imputed","Lab","eos","eos_mindiff","continuous",2567069,2567069,0,-0.0526282085263307,1.63681261141703,-100,-0.0016,-0.000332480818414322,0,100,2.7482800160248e-223
"249","imputed","Lab","eos","eos_mindiff","continuous",2567069,1637024,0.362298403354176,-0.00975171812809401,0.485042769598843,-100,-0.00112359550561798,-0.000291545189504373,0,100,0
"250","observed","Lab","eos","eos_tv","continuous",2567069,930045,0.637701596645824,0.0534265589920697,1.21104549532441,0,0.000131954614713235,0.000455028569871277,0.00327469358327325,100,NA
"251","observed_and_imputed","Lab","eos","eos_tv","continuous",2567069,2567069,0,0.169244117459276,3.10581307005711,0,0,0.00021021021021021,0.00142313075457269,100,1.69109107304514e-268
"252","imputed","Lab","eos","eos_tv","continuous",2567069,1637024,0.362298403354176,0.23504372770606,3.77903801146182,0,0,9.93996118336326e-05,0.000748077745951123,100,0
"253","observed","Demographic","gender","gender","binary",2567069,2567067,7.79098652977384e-07,0.916413556794583,0.276766651815388,0,1,1,1,1,NA
"254","observed_and_imputed","Demographic","gender","gender","binary",2567069,2567069,0,0.916413621916668,0.276766553834841,0,1,1,1,1,0.999787304429293
"255","imputed","Demographic","gender","gender","binary",2567069,2,0.999999220901347,1,0,1,1,1,1,1,0.669301062858229
"256","observed","Comorbidities","gerd","gerd","binary",2567069,2174591,0.152889540561629,0.203938579714529,0.402923950734153,0,0,0,0,1,NA
"257","observed_and_imputed","Comorbidities","gerd","gerd","binary",2567069,2567069,0,0.199929959031097,0.3999475375902,0,0,0,0,1,2.27563392418695e-27
"258","imputed","Comorbidities","gerd","gerd","binary",2567069,392478,0.847110459438371,0.177719515488766,0.382276943647183,0,0,0,0,1,0
"259","observed","Lab","gluc","gluc_max","continuous",2567069,1608168,0.373539238719333,141.134510432306,77.7039802309719,22,100,114,148,4690,NA
"260","observed_and_imputed","Lab","gluc","gluc_max","continuous",2567069,2567069,0,135.001154270844,67.6143517695084,22,100,112,140,4690,0
"261","imputed","Lab","gluc","gluc_max","continuous",2567069,958901,0.626460761280667,124.714933783571,44.0889870257345,51,101,111,131,1483,0
"262","observed","Lab","gluc","gluc_maxdiff","continuous",2567069,1318114,0.486529579064684,7.2305242079599,28.6754152919355,-634,0.0273972602739726,0.122950819672131,0.909090909090909,3682,NA
"263","observed_and_imputed","Lab","gluc","gluc_maxdiff","continuous",2567069,2567069,0,4.07223633644693,21.0876443308068,-634,0.0229357798165138,0.0805687203791469,0.375,3682,0
"264","imputed","Lab","gluc","gluc_maxdiff","continuous",2567069,1248955,0.513470420935316,0.739063035990592,4.95506669765956,-33,0.0202312138728324,0.0597014925373134,0.183673469387755,605,0
"265","observed","Lab","gluc","gluc_mean","continuous",2567069,1608168,0.373539238719333,113.156852434228,35.2694763111441,22,93.8571428571429,102.222222222222,117.727272727273,1064,NA
"266","observed_and_imputed","Lab","gluc","gluc_mean","continuous",2567069,2567069,0,111.291644954119,32.1623672892335,22,94,101.833333333333,115.333333333333,1064,0
"267","imputed","Lab","gluc","gluc_mean","continuous",2567069,958901,0.626460761280667,108.163514956475,25.8344198846349,46,94,101,112.25,617,0
"268","observed","Lab","gluc","gluc_min","continuous",2567069,1608168,0.373539238719333,94.1702985242835,24.8670433734142,2,83,91,100,1064,NA
"269","observed_and_imputed","Lab","gluc","gluc_min","continuous",2567069,2567069,0,93.6559297031751,23.8600415837462,2,82,91,100,1064,1.01598958333598e-98
"270","imputed","Lab","gluc","gluc_min","continuous",2567069,958901,0.626460761280667,92.7932843640793,22.0413732469229,18,82,90,99,617,0
"271","observed","Lab","gluc","gluc_mindiff","continuous",2567069,1318114,0.486529579064684,-9.46401383955127,38.1561921885488,-2865,-1.12142857142857,-0.128094530597084,-0.0257611241217799,236,NA
"272","observed_and_imputed","Lab","gluc","gluc_mindiff","continuous",2567069,2567069,0,-5.35888260950265,28.0304064598912,-2865,-0.440677966101695,-0.0859188544152745,-0.0233333333333333,236,0
"273","imputed","Lab","gluc","gluc_mindiff","continuous",2567069,1248955,0.513470420935316,-1.02643592714475,6.46890642384768,-574,-0.211111111111111,-0.0652173913043478,-0.0218579234972678,15,0
"274","observed","Lab","gluc","gluc_tv","continuous",2567069,1318114,0.486529579064684,2.02229471823807,6.91996240878702,0,0.0333333333333333,0.108060960913573,0.607250242412756,634,NA
"275","observed_and_imputed","Lab","gluc","gluc_tv","continuous",2567069,2567069,0,1.22356892479149,5.13841905645586,0,0.031390134529148,0.0793394406943105,0.302574192490572,634,0
"276","imputed","Lab","gluc","gluc_tv","continuous",2567069,1248955,0.513470420935316,0.380614894820009,1.53212820796864,0,0.0300751879699248,0.0644707883052228,0.172998572909158,101.199654167566,0
"277","observed","Medication","h2r","h2r_int","continuous",2567069,225137,0.912298033282315,339532.272543645,389362.725378792,0,67999.9983,180799.99548,501599.98746,5913600,NA
"278","observed_and_imputed","Medication","h2r","h2r_int","continuous",2567069,2567069,0,287748.210552134,361331.22726526,0,47999.9988,140799.99648,407999.9898,5913600,0
"279","imputed","Medication","h2r","h2r_int","continuous",2567069,2341932,0.0877019667176846,282770.052192036,358126.812358528,39.999999,45599.99886,135999.9966,396799.99008,2820799.92948,0
"280","observed","Medication","h2r","h2r_max","continuous",2567069,225137,0.912298033282315,822.613492543519,334.300815833362,0,799.99998,799.99998,799.99998,6399.99984,NA
"281","observed_and_imputed","Medication","h2r","h2r_max","continuous",2567069,2567069,0,624.792573098333,288.532268621655,0,399.99999,799.99998,799.99998,6399.99984,0
"282","imputed","Medication","h2r","h2r_max","continuous",2567069,2341932,0.0877019667176846,605.775450337668,276.381792697317,13.333333,399.99999,799.99998,799.99998,3199.99992,0
"283","observed","Medication","h2r","h2r_maxdiff","continuous",2567069,225136,0.912298422831642,127.452794666537,256.167004262695,-1599.99996,0,19.047619047619,133.33333,3199.99992,NA
"284","observed_and_imputed","Medication","h2r","h2r_maxdiff","continuous",2567069,2567069,0,91.9335417378666,223.070747768054,-1599.99996,-8.88888866666667,8.333333125,79.999998,3199.99992,0
"285","imputed","Medication","h2r","h2r_maxdiff","continuous",2567069,2341933,0.0877015771683581,88.5189852465626,219.323706070947,-799.99998,-8.88888866666667,7.4766353271028,72.7272727272727,1600,0
"286","observed","Medication","h2r","h2r_mean","continuous",2567069,225137,0.912298033282315,499.820602383013,229.242321833998,0,399.99999,449.99998875,599.999985,3938.46153846154,NA
"287","observed_and_imputed","Medication","h2r","h2r_mean","continuous",2567069,2567069,0,466.583799341514,228.131177405894,0,355.555546666667,399.99999,553.84614,3938.46153846154,0
"288","imputed","Medication","h2r","h2r_mean","continuous",2567069,2341932,0.0877019667176846,463.388645030307,227.768731778193,5.83333333333333,346.666658,399.99999,552.380938571429,1978.94731894737,0
"289","observed","Medication","h2r","h2r_tv","continuous",2567069,225136,0.912298422831642,28.3692335986454,46.5057148027422,0,7.83190789659798,15.0342334033988,29.6149675098216,1599.99996,NA
"290","observed_and_imputed","Medication","h2r","h2r_tv","continuous",2567069,2567069,0,30.8117096862045,64.7142810190364,0,4.44444433333333,12.0952377928571,27.2300462676056,1599.99996,1.09173556570978e-68
"291","imputed","Medication","h2r","h2r_tv","continuous",2567069,2341933,0.0877015771683581,31.0465111499733,66.1966315367398,0,4.44444433333333,11.4778854304207,26.9064857947999,799.99998,1.9395740747289e-78
"292","observed","Demographic","race","hawaiianpacific","binary",2567069,2232306,0.130406701183334,0.0116892576555365,0.107483133961549,0,0,0,0,1,NA
"293","observed_and_imputed","Demographic","race","hawaiianpacific","binary",2567069,2567069,0,0.0117207601353918,0.107626151234456,0,0,0,0,1,0.748941102099376
"294","imputed","Demographic","race","hawaiianpacific","binary",2567069,334763,0.869593298816666,0.0119308286758095,0.108574947466902,0,0,0,0,1,0.22588495004542
"295","observed","Lab","hct","hct_max","continuous",2567069,1601599,0.376098188245037,44.2820406169085,3.47304329685493,4,42.1,44.6,46.9,50,NA
"296","observed_and_imputed","Lab","hct","hct_max","continuous",2567069,2567069,0,44.3093175602214,3.3073960485209,4,42.3,44.6,46.8,50,9.4750665277243e-16
"297","imputed","Lab","hct","hct_max","continuous",2567069,965470,0.623901811754963,44.3545667395155,3.01204378596556,25.2,42.4,44.6,46.6,50,5.88279146337289e-65
"298","observed","Lab","hct","hct_maxdiff","continuous",2567069,1257101,0.510297152121739,0.40307274985192,1.32923965615721,-12.2,0.00267379679144385,0.0112391930835735,0.0580645161290324,41.8,NA
"299","observed_and_imputed","Lab","hct","hct_maxdiff","continuous",2567069,2567069,0,0.227329936106916,0.972758201471951,-12.2,0.00246305418719212,0.00862533692722373,0.0278260869565217,41.8,0
"300","imputed","Lab","hct","hct_maxdiff","continuous",2567069,1309968,0.489702847878261,0.0586796584652797,0.317294529797693,-6.9,0.00231316725978648,0.00716417910447761,0.0177156177156177,14,0
"301","observed","Lab","hct","hct_mean","continuous",2567069,1601599,0.376098188245037,42.2978098807942,3.876211335619,4,40,42.7666666666667,45.1,50,NA
"302","observed_and_imputed","Lab","hct","hct_mean","continuous",2567069,2567069,0,42.3786042798701,3.57697003769701,4,40.3,42.8,44.9,50,1.45734583405157e-104
"303","imputed","Lab","hct","hct_mean","continuous",2567069,965470,0.623901811754963,42.5126325031866,3.01100220054956,24.5,40.7,42.8,44.6285714285714,50,0
"304","observed","Lab","hct","hct_min","continuous",2567069,1601599,0.376098188245037,40.2064817285725,5.35673907710395,0,37.6,41.1,43.9,50,NA
"305","observed_and_imputed","Lab","hct","hct_min","continuous",2567069,2567069,0,40.3971618955314,4.78385967472735,0,38.2,41.2,43.6,50,2.2870748560944e-312
"306","imputed","Lab","hct","hct_min","continuous",2567069,965470,0.623901811754963,40.7134774358603,3.61772903718548,15.5,38.8,41.2,43.2,50,0
"307","observed","Lab","hct","hct_mindiff","continuous",2567069,1257101,0.510297152121739,-0.662454991150453,1.82234234769947,-42.2,-0.0800000000000011,-0.013,-0.00351906158357772,12.9,NA
"308","observed_and_imputed","Lab","hct","hct_mindiff","continuous",2567069,2567069,0,-0.37553897997112,1.35166714561384,-42.2,-0.0339130434782609,-0.0105882352941176,-0.00386904761904761,12.9,0
"309","imputed","Lab","hct","hct_mindiff","continuous",2567069,1309968,0.489702847878261,-0.10020217436247,0.488426129609424,-16.6,-0.0216216216216216,-0.00935251798561149,-0.00409836065573771,1.5,0
"310","observed","Lab","hct","hct_tv","continuous",2567069,1257101,0.510297152121739,0.158424086796692,0.402356284464798,0,0.00480620155038759,0.0111942219679634,0.0467961197342057,17.5539053555527,NA
"311","observed_and_imputed","Lab","hct","hct_tv","continuous",2567069,2567069,0,0.0983148342251494,0.302708958311174,0,0.0051282051282052,0.00996376811594203,0.0257398070339246,17.5539053555527,0
"312","imputed","Lab","hct","hct_tv","continuous",2567069,1309968,0.489702847878261,0.0406314392743276,0.131968421940661,0,0.00535714285714281,0.00925661447213687,0.0186034934285952,5.77654366372184,0
"313","observed","Lab","hdl","hdl_max","continuous",2567069,1550298,0.396082458243234,50.4569367244233,16.3931882819287,10,40,47,57,150,NA
"314","observed_and_imputed","Lab","hdl","hdl_max","continuous",2567069,2567069,0,49.8039378022172,14.9834147416217,10,40,47,56,150,0
"315","imputed","Lab","hdl","hdl_max","continuous",2567069,1016771,0.603917541756766,48.8082928407675,12.466628629956,13,40,47,55,150,0
"316","observed","Lab","hdl","hdl_maxdiff","continuous",2567069,1215682,0.526431895675574,0.0613378517905907,0.308912542182356,-42.5,0.00760456273764259,0.0246153846153846,0.0564516129032258,89,NA
"317","observed_and_imputed","Lab","hdl","hdl_maxdiff","continuous",2567069,2567069,0,0.0389881298591437,0.241633258291398,-42.5,0.00268096514745308,0.0173697270471464,0.0427807486631016,89,0
"318","imputed","Lab","hdl","hdl_maxdiff","continuous",2567069,1351387,0.473568104324426,0.018882745792947,0.155603110271691,-4.7,0,0.0121065375302663,0.0319148936170213,23.8,0
"319","observed","Lab","hdl","hdl_mean","continuous",2567069,1550298,0.396082458243234,45.5300625338303,13.7079595677388,10,36.03,43,52,150,NA
"320","observed_and_imputed","Lab","hdl","hdl_mean","continuous",2567069,2567069,0,45.1425745077445,12.4425015525941,10,36.75,43,51,150,1.13946464754283e-190
"321","imputed","Lab","hdl","hdl_mean","continuous",2567069,1016771,0.603917541756766,44.5517611270866,10.1873084195607,13,37.5,43,50,149,0
"322","observed","Lab","hdl","hdl_min","continuous",2567069,1550298,0.396082458243234,41.0162653309235,13.2394317375655,10,32,39,47,150,NA
"323","observed_and_imputed","Lab","hdl","hdl_min","continuous",2567069,2567069,0,40.5788764774145,11.9563704641965,10,33,39,46,150,3.61910929131863e-261
"324","imputed","Lab","hdl","hdl_min","continuous",2567069,1016771,0.603917541756766,39.9119779675069,9.6398895719322,10,33,39,45,145,0
"325","observed","Lab","hdl","hdl_mindiff","continuous",2567069,1215682,0.526431895675574,-0.0701399183268703,0.440010035265993,-117,-0.0571428571428571,-0.0247933884297521,-0.00767263427109974,23,NA
"326","observed_and_imputed","Lab","hdl","hdl_mindiff","continuous",2567069,2567069,0,-0.0470503325587221,0.319835460632532,-117,-0.0444444444444444,-0.0189873417721519,-0.00429645542427497,23,0
"327","imputed","Lab","hdl","hdl_mindiff","continuous",2567069,1351387,0.473568104324426,-0.0262793810801345,0.138705967885959,-12,-0.035,-0.0147058823529412,-0.00175438596491228,5,0
"328","observed","Lab","hdl","hdl_tv","continuous",2567069,1215682,0.526431895675574,0.0428268544778663,0.171599593232251,0,0.0119072008766438,0.0222958403491169,0.0406621062034097,44.5383973288815,NA
"329","observed_and_imputed","Lab","hdl","hdl_tv","continuous",2567069,2567069,0,0.0355877252032718,0.132670068962505,0,0.0104554054935734,0.0196187509271621,0.0355873219855296,44.5383973288815,0
"330","imputed","Lab","hdl","hdl_tv","continuous",2567069,1351387,0.473568104324426,0.0290755424201035,0.0828022209214857,0,0.00934579439252336,0.0175232019499884,0.0312905162064826,10.0025641025641,0
