"","df","category","group","variable","vtype","n","nc","prop_coherent"
"345","imputed_controls","Lab","platelet","mindiff <= maxdiff","coherence",2564221,1299557,0.972514479934316
"346","imputed_controls","Lab","wbc","min <= mean","coherence",2564221,956044,0.919749509436804
"347","imputed_controls","Lab","wbc","mean <= max","coherence",2564221,956044,0.9081370731891
"348","imputed_controls","Lab","wbc","mindiff <= maxdiff","coherence",2564221,1297797,0.971987144368495
"349","imputed_controls","Lab","crp","min <= mean","coherence",2564221,2445697,0.612658477317509
"350","imputed_controls","Lab","crp","mean <= max","coherence",2564221,2445697,0.613237453372188
"351","imputed_controls","Lab","crp","mindiff <= maxdiff","coherence",2564221,2527357,0.478080856800207
"352","imputed_controls","Lab","alkphos","min <= mean","coherence",2564221,1024043,0.895984836574245
"353","imputed_controls","Lab","alkphos","mean <= max","coherence",2564221,1024043,0.891897117601507
"354","imputed_controls","Lab","alkphos","mindiff <= maxdiff","coherence",2564221,1345665,0.897943396016096
"355","imputed_controls","Lab","alt","min <= mean","coherence",2564221,962301,0.902757037558934
"356","imputed_controls","Lab","alt","mean <= max","coherence",2564221,962301,0.913369101767534
"357","imputed_controls","Lab","alt","mindiff <= maxdiff","coherence",2564221,1263788,0.921759820476219
"358","imputed_controls","Lab","ast","min <= mean","coherence",2564221,983817,0.916322852725659
"359","imputed_controls","Lab","ast","mean <= max","coherence",2564221,983817,0.910130644215337
"360","imputed_controls","Lab","ast","mindiff <= maxdiff","coherence",2564221,1290110,0.908074505274744
"361","imputed_controls","Lab","totprot","min <= mean","coherence",2564221,1227358,0.919486409018396
"362","imputed_controls","Lab","totprot","mean <= max","coherence",2564221,1227358,0.872790172060638
"363","imputed_controls","Lab","totprot","mindiff <= maxdiff","coherence",2564221,1538586,0.853061837297363
"364","imputed_controls","Lab","hdl","min <= mean","coherence",2564221,1015930,0.880263403974683
"365","imputed_controls","Lab","hdl","mean <= max","coherence",2564221,1015930,0.878365635427638
"366","imputed_controls","Lab","hdl","mindiff <= maxdiff","coherence",2564221,1350305,0.792760894760813
"367","imputed_controls","Lab","ldl","min <= mean","coherence",2564221,1016077,0.872182915271185
"368","imputed_controls","Lab","ldl","mean <= max","coherence",2564221,1016077,0.874872672051429
"369","imputed_controls","Lab","ldl","mindiff <= maxdiff","coherence",2564221,1352361,0.78289968432985
"370","imputed_controls","Lab","trig","min <= mean","coherence",2564221,1003426,0.896687947093258
"371","imputed_controls","Lab","trig","mean <= max","coherence",2564221,1003426,0.913748497647061
"372","imputed_controls","Lab","trig","mindiff <= maxdiff","coherence",2564221,1335734,0.775186526658751
