"","df","category","group","variable","vtype","n","nc","prop_coherent"
"315","test_cohort_imputed","Lab","baso","mindiff <= maxdiff","coherence",2567069,2567069,0.951451246538367
"316","test_cohort_imputed","Lab","eos","min <= mean","coherence",2567069,2567069,0.824310916457641
"317","test_cohort_imputed","Lab","eos","mean <= max","coherence",2567069,2567069,0.780746446628431
"318","test_cohort_imputed","Lab","eos","mindiff <= maxdiff","coherence",2567069,2567069,0.944707368598195
"319","test_cohort_imputed","Lab","hct","min <= mean","coherence",2567069,2567069,0.833268603220248
"320","test_cohort_imputed","Lab","hct","mean <= max","coherence",2567069,2567069,0.849065997057344
"321","test_cohort_imputed","Lab","hct","mindiff <= maxdiff","coherence",2567069,2567069,0.959070052265833
"322","test_cohort_imputed","Lab","lymph","min <= mean","coherence",2567069,2567069,0.799421051790973
"323","test_cohort_imputed","Lab","lymph","mean <= max","coherence",2567069,2567069,0.769306551557438
"324","test_cohort_imputed","Lab","lymph","mindiff <= maxdiff","coherence",2567069,2567069,0.940250145204511
"325","test_cohort_imputed","Lab","mch","min <= mean","coherence",2567069,2567069,0.826248145258269
"326","test_cohort_imputed","Lab","mch","mean <= max","coherence",2567069,2567069,0.826733134169748
"327","test_cohort_imputed","Lab","mch","mindiff <= maxdiff","coherence",2567069,2567069,0.958980845470067
"328","test_cohort_imputed","Lab","mchc","min <= mean","coherence",2567069,2567069,0.851207349705053
"329","test_cohort_imputed","Lab","mchc","mean <= max","coherence",2567069,2567069,0.859893910136424
"330","test_cohort_imputed","Lab","mchc","mindiff <= maxdiff","coherence",2567069,2567069,0.959620485464162
"331","test_cohort_imputed","Lab","mcv","min <= mean","coherence",2567069,2567069,0.818427163430356
"332","test_cohort_imputed","Lab","mcv","mean <= max","coherence",2567069,2567069,0.820769913079859
"333","test_cohort_imputed","Lab","mcv","mindiff <= maxdiff","coherence",2567069,2567069,0.955980147008125
"334","test_cohort_imputed","Lab","mono","min <= mean","coherence",2567069,2567069,0.809816175568323
"335","test_cohort_imputed","Lab","mono","mean <= max","coherence",2567069,2567069,0.770726848401815
"336","test_cohort_imputed","Lab","mono","mindiff <= maxdiff","coherence",2567069,2567069,0.940777205443251
"337","test_cohort_imputed","Lab","mpv","min <= mean","coherence",2567069,2567069,0.781030428087441
"338","test_cohort_imputed","Lab","mpv","mean <= max","coherence",2567069,2567069,0.78043480716724
"339","test_cohort_imputed","Lab","mpv","mindiff <= maxdiff","coherence",2567069,2567069,0.950746941356076
"340","test_cohort_imputed","Lab","neut","min <= mean","coherence",2567069,2567069,0.78566567552333
"341","test_cohort_imputed","Lab","neut","mean <= max","coherence",2567069,2567069,0.754711306941886
"342","test_cohort_imputed","Lab","neut","mindiff <= maxdiff","coherence",2567069,2567069,0.93492072086882
"343","test_cohort_imputed","Lab","platelet","min <= mean","coherence",2567069,2567069,0.835298155211255
"344","test_cohort_imputed","Lab","platelet","mean <= max","coherence",2567069,2567069,0.833770732302092
"345","test_cohort_imputed","Lab","platelet","mindiff <= maxdiff","coherence",2567069,2567069,0.959213406417981
"346","test_cohort_imputed","Lab","wbc","min <= mean","coherence",2567069,2567069,0.852153175469767
"347","test_cohort_imputed","Lab","wbc","mean <= max","coherence",2567069,2567069,0.843937969723447
"348","test_cohort_imputed","Lab","wbc","mindiff <= maxdiff","coherence",2567069,2567069,0.960560857538305
"349","test_cohort_imputed","Lab","crp","min <= mean","coherence",2567069,2567069,0.570432271201125
"350","test_cohort_imputed","Lab","crp","mean <= max","coherence",2567069,2567069,0.539315071001208
"351","test_cohort_imputed","Lab","crp","mindiff <= maxdiff","coherence",2567069,2567069,0.758924282907861
"352","test_cohort_imputed","Lab","alkphos","min <= mean","coherence",2567069,2567069,0.829086791200392
"353","test_cohort_imputed","Lab","alkphos","mean <= max","coherence",2567069,2567069,0.821826760402623
"354","test_cohort_imputed","Lab","alkphos","mindiff <= maxdiff","coherence",2567069,2567069,0.958594022988864
"355","test_cohort_imputed","Lab","alt","min <= mean","coherence",2567069,2567069,0.856426142032022
"356","test_cohort_imputed","Lab","alt","mean <= max","coherence",2567069,2567069,0.843205227440322
"357","test_cohort_imputed","Lab","alt","mindiff <= maxdiff","coherence",2567069,2567069,0.963327047305702
"358","test_cohort_imputed","Lab","ast","min <= mean","coherence",2567069,2567069,0.86037032896272
"359","test_cohort_imputed","Lab","ast","mean <= max","coherence",2567069,2567069,0.844979624622478
"360","test_cohort_imputed","Lab","ast","mindiff <= maxdiff","coherence",2567069,2567069,0.963648035950728
"361","test_cohort_imputed","Lab","totprot","min <= mean","coherence",2567069,2567069,0.818429890275641
"362","test_cohort_imputed","Lab","totprot","mean <= max","coherence",2567069,2567069,0.821529144717185
"363","test_cohort_imputed","Lab","totprot","mindiff <= maxdiff","coherence",2567069,2567069,0.952205414034449
"364","test_cohort_imputed","Lab","hdl","min <= mean","coherence",2567069,2567069,0.828752947427592
"365","test_cohort_imputed","Lab","hdl","mean <= max","coherence",2567069,2567069,0.824168730953473
"366","test_cohort_imputed","Lab","hdl","mindiff <= maxdiff","coherence",2567069,2567069,0.950212090130807
"367","test_cohort_imputed","Lab","ldl","min <= mean","coherence",2567069,2567069,0.843170168000938
"368","test_cohort_imputed","Lab","ldl","mean <= max","coherence",2567069,2567069,0.839550865208532
"369","test_cohort_imputed","Lab","ldl","mindiff <= maxdiff","coherence",2567069,2567069,0.951263873312326
"370","test_cohort_imputed","Lab","trig","min <= mean","coherence",2567069,2567069,0.84782723019911
"371","test_cohort_imputed","Lab","trig","mean <= max","coherence",2567069,2567069,0.830324389410647
"372","test_cohort_imputed","Lab","trig","mindiff <= maxdiff","coherence",2567069,2567069,0.951444624199817
